PC #,Date,Location,Time Bin,Species,# Individuals,Notes,Editorial notes,Jon Problem Checker
131,10/31/2023,B2,Mid-day (11am-1pm),Turkey Vulture,1,,,-
131,10/31/2023,B2,Mid-day (11am-1pm),Hutton's Vireo,1,,,-
131,10/31/2023,B2,Mid-day (11am-1pm),American Crow,6,,,-
131,10/31/2023,B2,Mid-day (11am-1pm),Chestnut-backed Chickadee,1,,,-
131,10/31/2023,B2,Mid-day (11am-1pm),Oak Titmouse,2,,,-
131,10/31/2023,B2,Mid-day (11am-1pm),Ruby-crowned Kinglet,3,,,-
131,10/31/2023,B2,Mid-day (11am-1pm),Red-breasted Nuthatch,1,,,-
131,10/31/2023,B2,Mid-day (11am-1pm),Brown Creeper,1,,,-
131,10/31/2023,B2,Mid-day (11am-1pm),House Finch,5,,,-
131,10/31/2023,B2,Mid-day (11am-1pm),Pine Siskin,4,,,-
131,10/31/2023,B2,Mid-day (11am-1pm),Yellow-rumped Warbler,2,,,-
131,10/31/2023,B2,Mid-day (11am-1pm),Townsend's Warbler,2,,,-
132,10/31/2023,B1,Mid-day (11am-1pm),Rock Pigeon,2,,,-
132,10/31/2023,B1,Mid-day (11am-1pm),Anna's Hummingbird,1,,,-
132,10/31/2023,B1,Mid-day (11am-1pm),American Crow,4,,,-
132,10/31/2023,B1,Mid-day (11am-1pm),Common Raven,2,,,-
132,10/31/2023,B1,Mid-day (11am-1pm),Chestnut-backed Chickadee,1,,,-
132,10/31/2023,B1,Mid-day (11am-1pm),House Finch,1,,,-
132,10/31/2023,B1,Mid-day (11am-1pm),White-crowned Sparrow,2,,,-
132,10/31/2023,B1,Mid-day (11am-1pm),Golden-crowned Sparrow,2,,,-
151,11/01/2023,A6,Evening (3-5pm),Anna's Hummingbird,1,,,-
151,11/01/2023,A6,Evening (3-5pm),American Crow,14,,,-
151,11/01/2023,A6,Evening (3-5pm),Oak Titmouse,1,,,-
151,11/01/2023,A6,Evening (3-5pm),House Finch,4,,,-
151,11/01/2023,A6,Evening (3-5pm),Song Sparrow,1,,,-
151,11/01/2023,A6,Evening (3-5pm),Yellow-rumped Warbler,4,,,-
152,11/01/2023,A5,Evening (3-5pm),American Crow,3,,,-
152,11/01/2023,A5,Evening (3-5pm),Chestnut-backed Chickadee,5,,,-
152,11/01/2023,A5,Evening (3-5pm),Brown Creeper,1,,,-
152,11/01/2023,A5,Evening (3-5pm),Townsend's Warbler,2,,,-
153,11/01/2023,A4,Evening (3-5pm),Anna's Hummingbird,2,,,-
153,11/01/2023,A4,Evening (3-5pm),American Crow,8,,,-
153,11/01/2023,A4,Evening (3-5pm),Chestnut-backed Chickadee,2,,,-
153,11/01/2023,A4,Evening (3-5pm),House Finch,1,,,-
153,11/01/2023,A4,Evening (3-5pm),California Towhee,1,,,-
153,11/01/2023,A4,Evening (3-5pm),Parulidae_Family,1,,,-
154,11/01/2023,A3,Evening (3-5pm),American Crow,10,,,-
154,11/01/2023,A3,Evening (3-5pm),Lesser Goldfinch,1,,,-
154,11/01/2023,A3,Evening (3-5pm),Parulidae_Family,1,,,-
156,11/01/2023,A1,Evening (3-5pm),American Crow,7,,,-
156,11/01/2023,A1,Evening (3-5pm),Chestnut-backed Chickadee,5,,,-
156,11/01/2023,A1,Evening (3-5pm),House Finch,3,,,-
157,11/05/2023,B1,Morning (7-9am),Anna's Hummingbird,2,,,-
157,11/05/2023,B1,Morning (7-9am),Red-shouldered Hawk,1,,,-
157,11/05/2023,B1,Morning (7-9am),Peregrine Falcon,1,,,-
157,11/05/2023,B1,Morning (7-9am),Black Phoebe,1,,,-
157,11/05/2023,B1,Morning (7-9am),American Crow,6,,,-
157,11/05/2023,B1,Morning (7-9am),Common Raven,1,,,-
157,11/05/2023,B1,Morning (7-9am),Red-breasted Nuthatch,1,,,-
157,11/05/2023,B1,Morning (7-9am),House Finch,4,,,-
157,11/05/2023,B1,Morning (7-9am),Yellow-rumped Warbler,1,,,-
158,11/05/2023,B2,Morning (7-9am),Anna's Hummingbird,3,,,-
158,11/05/2023,B2,Morning (7-9am),Red-shouldered Hawk,1,Same individual as previous PC,,-
158,11/05/2023,B2,Morning (7-9am),American Crow,10,,,-
158,11/05/2023,B2,Morning (7-9am),Chestnut-backed Chickadee,2,,,-
158,11/05/2023,B2,Morning (7-9am),Red-breasted Nuthatch,1,,,-
158,11/05/2023,B2,Morning (7-9am),House Finch,6,,,-
158,11/05/2023,B2,Morning (7-9am),Spotted Towhee,1,,,-
158,11/05/2023,B2,Morning (7-9am),Yellow-rumped Warbler,3,,,-
159,11/05/2023,B3,Morning (7-9am),Anna's Hummingbird,1,,,-
159,11/05/2023,B3,Morning (7-9am),Red-shouldered Hawk,1,,,-
159,11/05/2023,B3,Morning (7-9am),American Crow,9,,,-
159,11/05/2023,B3,Morning (7-9am),Chestnut-backed Chickadee,4,,,-
159,11/05/2023,B3,Morning (7-9am),Oak Titmouse,2,,,-
159,11/05/2023,B3,Morning (7-9am),Hermit Thrush,1,,,-
159,11/05/2023,B3,Morning (7-9am),American Robin,1,,,-
159,11/05/2023,B3,Morning (7-9am),House Finch,4,,,-
159,11/05/2023,B3,Morning (7-9am),Pine Siskin,20,,,-
159,11/05/2023,B3,Morning (7-9am),Dark-eyed Junco,3,,,-
159,11/05/2023,B3,Morning (7-9am),California Towhee,2,,,-
159,11/05/2023,B3,Morning (7-9am),Yellow-rumped Warbler,4,,,-
160,11/05/2023,B4,Morning (7-9am),Anna's Hummingbird,2,,,-
160,11/05/2023,B4,Morning (7-9am),Hutton's Vireo,1,,,-
160,11/05/2023,B4,Morning (7-9am),American Crow,4,,,-
160,11/05/2023,B4,Morning (7-9am),Chestnut-backed Chickadee,5,,,-
160,11/05/2023,B4,Morning (7-9am),Oak Titmouse,6,,,-
160,11/05/2023,B4,Morning (7-9am),Red-breasted Nuthatch,1,,,-
160,11/05/2023,B4,Morning (7-9am),Brown Creeper,1,,,-
160,11/05/2023,B4,Morning (7-9am),House Finch,8,,,-
160,11/05/2023,B4,Morning (7-9am),Pine Siskin,10,,,-
160,11/05/2023,B4,Morning (7-9am),Dark-eyed Junco,8,,,-
160,11/05/2023,B4,Morning (7-9am),California Towhee,2,,,-
160,11/05/2023,B4,Morning (7-9am),Yellow-rumped Warbler,3,,,-
160,11/05/2023,B4,Morning (7-9am),Townsend's Warbler,1,,,-
161,11/05/2023,B5,Morning (7-9am),American Crow,4,,,-
161,11/05/2023,B5,Morning (7-9am),Chestnut-backed Chickadee,2,,,-
161,11/05/2023,B5,Morning (7-9am),Ruby-crowned Kinglet,1,,,-
161,11/05/2023,B5,Morning (7-9am),House Finch,2,,,-
161,11/05/2023,B5,Morning (7-9am),Pine Siskin,15,,,-
161,11/05/2023,B5,Morning (7-9am),Lesser Goldfinch,2,,,-
161,11/05/2023,B5,Morning (7-9am),Song Sparrow,1,,,-
161,11/05/2023,B5,Morning (7-9am),California Towhee,1,,,-
161,11/05/2023,B5,Morning (7-9am),Parulidae_Family,1,,,-
162,11/05/2023,B6,Morning (7-9am),Nuttall's Woodpecker,1,,,-
162,11/05/2023,B6,Morning (7-9am),American Crow,6,,,-
162,11/05/2023,B6,Morning (7-9am),Chestnut-backed Chickadee,2,,,-
162,11/05/2023,B6,Morning (7-9am),Bushtit,4,,,-
162,11/05/2023,B6,Morning (7-9am),Ruby-crowned Kinglet,2,,,-
162,11/05/2023,B6,Morning (7-9am),Red-breasted Nuthatch,2,,,-
162,11/05/2023,B6,Morning (7-9am),Brown Creeper,1,,,-
162,11/05/2023,B6,Morning (7-9am),Bewick's Wren,1,,,-
162,11/05/2023,B6,Morning (7-9am),American Robin,2,,,-
162,11/05/2023,B6,Morning (7-9am),Pine Siskin,15,,,-
162,11/05/2023,B6,Morning (7-9am),Dark-eyed Junco,6,,,-
162,11/05/2023,B6,Morning (7-9am),White-crowned Sparrow,1,,,-
162,11/05/2023,B6,Morning (7-9am),White-throated Sparrow,1,,,-
162,11/05/2023,B6,Morning (7-9am),Song Sparrow,2,,,-
162,11/05/2023,B6,Morning (7-9am),California Towhee,1,,,-
162,11/05/2023,B6,Morning (7-9am),Townsend's Warbler,1,,,-
163,11/05/2023,C1,Mid-day (11am-1pm),Rock Pigeon,20,,,-
163,11/05/2023,C1,Mid-day (11am-1pm),Anna's Hummingbird,2,,,-
163,11/05/2023,C1,Mid-day (11am-1pm),Cooper's Hawk,1,,,-
163,11/05/2023,C1,Mid-day (11am-1pm),American Crow,12,,,-
163,11/05/2023,C1,Mid-day (11am-1pm),Chestnut-backed Chickadee,2,,,-
163,11/05/2023,C1,Mid-day (11am-1pm),Dark-eyed Junco,1,,,-
164,11/05/2023,C2,Mid-day (11am-1pm),Rock Pigeon,6,,,-
164,11/05/2023,C2,Mid-day (11am-1pm),Anna's Hummingbird,1,,,-
164,11/05/2023,C2,Mid-day (11am-1pm),Peregrine Falcon,1,,,-
164,11/05/2023,C2,Mid-day (11am-1pm),American Crow,5,,,-
164,11/05/2023,C2,Mid-day (11am-1pm),Chestnut-backed Chickadee,2,,,-
164,11/05/2023,C2,Mid-day (11am-1pm),Ruby-crowned Kinglet,2,,,-
164,11/05/2023,C2,Mid-day (11am-1pm),House Finch,1,,,-
164,11/05/2023,C2,Mid-day (11am-1pm),Parulidae_Family,1,,,-
165,11/05/2023,C3,Mid-day (11am-1pm),Anna's Hummingbird,3,,,-
165,11/05/2023,C3,Mid-day (11am-1pm),Picidae_Family,1,,,-
165,11/05/2023,C3,Mid-day (11am-1pm),American Crow,6,,,-
165,11/05/2023,C3,Mid-day (11am-1pm),Chestnut-backed Chickadee,6,,,-
165,11/05/2023,C3,Mid-day (11am-1pm),American Robin,1,,,-
165,11/05/2023,C3,Mid-day (11am-1pm),Parulidae_Family,2,,,-
166,11/05/2023,C4,Mid-day (11am-1pm),Rock Pigeon,6,,,-
166,11/05/2023,C4,Mid-day (11am-1pm),American Crow,4,,,-
166,11/05/2023,C4,Mid-day (11am-1pm),Chestnut-backed Chickadee,4,,,-
166,11/05/2023,C4,Mid-day (11am-1pm),Oak Titmouse,2,,,-
166,11/05/2023,C4,Mid-day (11am-1pm),Brown Creeper,1,,,-
166,11/05/2023,C4,Mid-day (11am-1pm),Yellow-rumped Warbler,1,,,-
167,11/05/2023,C5,Mid-day (11am-1pm),Buteo_Genus,1,,,-
167,11/05/2023,C5,Mid-day (11am-1pm),Nuttall's Woodpecker,1,,,-
167,11/05/2023,C5,Mid-day (11am-1pm),American Crow,12,,,-
167,11/05/2023,C5,Mid-day (11am-1pm),Chestnut-backed Chickadee,2,,,-
167,11/05/2023,C5,Mid-day (11am-1pm),House Finch,2,,,-
167,11/05/2023,C5,Mid-day (11am-1pm),Pine Siskin,4,,,-
167,11/05/2023,C5,Mid-day (11am-1pm),Dark-eyed Junco,6,,,-
167,11/05/2023,C5,Mid-day (11am-1pm),Yellow-rumped Warbler,2,,,-
168,11/05/2023,C6,Mid-day (11am-1pm),Rock Pigeon,16,,,-
168,11/05/2023,C6,Mid-day (11am-1pm),Anna's Hummingbird,1,,,-
168,11/05/2023,C6,Mid-day (11am-1pm),Red-shouldered Hawk,1,,,-
168,11/05/2023,C6,Mid-day (11am-1pm),American Crow,8,,,-
168,11/05/2023,C6,Mid-day (11am-1pm),Oak Titmouse,3,,,-
168,11/05/2023,C6,Mid-day (11am-1pm),House Finch,1,,,-
169,11/05/2023,A6,Evening (3-5pm),Turkey Vulture,1,,,-
169,11/05/2023,A6,Evening (3-5pm),American Crow,8,,,-
169,11/05/2023,A6,Evening (3-5pm),Common Raven,4,,,-
169,11/05/2023,A6,Evening (3-5pm),Bushtit,4,,,-
169,11/05/2023,A6,Evening (3-5pm),Brown Creeper,1,,,-
169,11/05/2023,A6,Evening (3-5pm),House Finch,4,,,-
169,11/05/2023,A6,Evening (3-5pm),Yellow-rumped Warbler,1,,,-
170,11/05/2023,A5,Evening (3-5pm),Anna's Hummingbird,1,,,-
170,11/05/2023,A5,Evening (3-5pm),Larus_Genus,1,,,-
170,11/05/2023,A5,Evening (3-5pm),Black Phoebe,1,,,-
170,11/05/2023,A5,Evening (3-5pm),American Crow,3,,,-
170,11/05/2023,A5,Evening (3-5pm),Chestnut-backed Chickadee,2,,,-
170,11/05/2023,A5,Evening (3-5pm),Oak Titmouse,4,,,-
170,11/05/2023,A5,Evening (3-5pm),Lesser Goldfinch,3,,,-
170,11/05/2023,A5,Evening (3-5pm),Townsend's Warbler,1,,,-
171,11/05/2023,A4,Evening (3-5pm),Anna's Hummingbird,2,,,-
171,11/05/2023,A4,Evening (3-5pm),Red-tailed Hawk,1,,,-
171,11/05/2023,A4,Evening (3-5pm),Black Phoebe,1,,,-
171,11/05/2023,A4,Evening (3-5pm),American Crow,6,,,-
171,11/05/2023,A4,Evening (3-5pm),Chestnut-backed Chickadee,3,,,-
171,11/05/2023,A4,Evening (3-5pm),House Finch,2,,,-
171,11/05/2023,A4,Evening (3-5pm),Parulidae_Family,1,,,-
172,11/05/2023,A3,Evening (3-5pm),Anna's Hummingbird,1,,,-
172,11/05/2023,A3,Evening (3-5pm),Black Phoebe,1,,,-
172,11/05/2023,A3,Evening (3-5pm),American Crow,6,,,-
172,11/05/2023,A3,Evening (3-5pm),Common Raven,1,Being mobbed by a crow,,-
172,11/05/2023,A3,Evening (3-5pm),Ruby-crowned Kinglet,1,,,-
172,11/05/2023,A3,Evening (3-5pm),American Robin,1,,,-
172,11/05/2023,A3,Evening (3-5pm),House Finch,1,,,-
172,11/05/2023,A3,Evening (3-5pm),California Towhee,1,,,-
173,11/05/2023,A2,Evening (3-5pm),Anna's Hummingbird,3,,,-
173,11/05/2023,A2,Evening (3-5pm),Nuttall's Woodpecker,1,,,-
173,11/05/2023,A2,Evening (3-5pm),Steller's Jay,1,,,-
173,11/05/2023,A2,Evening (3-5pm),American Crow,6,,,-
173,11/05/2023,A2,Evening (3-5pm),Chestnut-backed Chickadee,4,,,-
173,11/05/2023,A2,Evening (3-5pm),Oak Titmouse,4,,,-
173,11/05/2023,A2,Evening (3-5pm),Ruby-crowned Kinglet,2,,,-
173,11/05/2023,A2,Evening (3-5pm),Hermit Thrush,2,,,-
173,11/05/2023,A2,Evening (3-5pm),American Robin,12,,,-
173,11/05/2023,A2,Evening (3-5pm),Cedar Waxwing,4,,,-
173,11/05/2023,A2,Evening (3-5pm),Lesser Goldfinch,3,,,-
173,11/05/2023,A2,Evening (3-5pm),Yellow-rumped Warbler,1,,,-
174,11/05/2023,A1,Evening (3-5pm),Anna's Hummingbird,1,,,-
174,11/05/2023,A1,Evening (3-5pm),American Crow,6,,,-
174,11/05/2023,A1,Evening (3-5pm),Chestnut-backed Chickadee,3,,,-
174,11/05/2023,A1,Evening (3-5pm),Oak Titmouse,3,,,-
174,11/05/2023,A1,Evening (3-5pm),House Finch,4,,,-
174,11/05/2023,A1,Evening (3-5pm),Dark-eyed Junco,2,,,-
175,11/08/2023,B1,Morning (7-9am),Rock Pigeon,1,,,-
175,11/08/2023,B1,Morning (7-9am),Anna's Hummingbird,1,,,-
175,11/08/2023,B1,Morning (7-9am),Hairy Woodpecker,1,,,-
175,11/08/2023,B1,Morning (7-9am),American Crow,20,,,-
175,11/08/2023,B1,Morning (7-9am),Ruby-crowned Kinglet,3,,,-
175,11/08/2023,B1,Morning (7-9am),Red-breasted Nuthatch,1,,,-
175,11/08/2023,B1,Morning (7-9am),Bewick's Wren,1,,,-
175,11/08/2023,B1,Morning (7-9am),House Finch,10,,,-
175,11/08/2023,B1,Morning (7-9am),Pine Siskin,2,,,-
175,11/08/2023,B1,Morning (7-9am),Dark-eyed Junco,1,,,-
175,11/08/2023,B1,Morning (7-9am),Townsend's Warbler,1,,,-
176,11/08/2023,B2,Morning (7-9am),Anna's Hummingbird,1,,,-
176,11/08/2023,B2,Morning (7-9am),Nuttall's Woodpecker,2,,,-
176,11/08/2023,B2,Morning (7-9am),Hairy Woodpecker,1,,,-
176,11/08/2023,B2,Morning (7-9am),Black Phoebe,2,,,-
176,11/08/2023,B2,Morning (7-9am),American Crow,5,,,-
176,11/08/2023,B2,Morning (7-9am),Chestnut-backed Chickadee,4,,,-
176,11/08/2023,B2,Morning (7-9am),Ruby-crowned Kinglet,2,,,-
176,11/08/2023,B2,Morning (7-9am),Red-breasted Nuthatch,1,,,-
176,11/08/2023,B2,Morning (7-9am),Brown Creeper,1,,,-
176,11/08/2023,B2,Morning (7-9am),Bewick's Wren,1,,,-
176,11/08/2023,B2,Morning (7-9am),Pine Siskin,1,,,-
176,11/08/2023,B2,Morning (7-9am),Lesser Goldfinch,1,,,-
176,11/08/2023,B2,Morning (7-9am),Dark-eyed Junco,2,,,-
176,11/08/2023,B2,Morning (7-9am),Townsend's Warbler,4,,,-
177,11/08/2023,B3,Morning (7-9am),Anna's Hummingbird,3,,,-
177,11/08/2023,B3,Morning (7-9am),Black Phoebe,1,,,-
177,11/08/2023,B3,Morning (7-9am),American Crow,10,,,-
177,11/08/2023,B3,Morning (7-9am),Chestnut-backed Chickadee,3,,,-
177,11/08/2023,B3,Morning (7-9am),Ruby-crowned Kinglet,2,,,-
177,11/08/2023,B3,Morning (7-9am),Red-breasted Nuthatch,1,,,-
177,11/08/2023,B3,Morning (7-9am),Bewick's Wren,1,,,-
177,11/08/2023,B3,Morning (7-9am),House Finch,6,,,-
177,11/08/2023,B3,Morning (7-9am),Dark-eyed Junco,1,,,-
177,11/08/2023,B3,Morning (7-9am),California Towhee,1,,,-
177,11/08/2023,B3,Morning (7-9am),Yellow-rumped Warbler,2,,,-
178,11/08/2023,B4,Morning (7-9am),Anna's Hummingbird,2,,,-
178,11/08/2023,B4,Morning (7-9am),American Crow,4,,,-
178,11/08/2023,B4,Morning (7-9am),Oak Titmouse,2,,,-
178,11/08/2023,B4,Morning (7-9am),Ruby-crowned Kinglet,3,,,-
178,11/08/2023,B4,Morning (7-9am),Brown Creeper,2,,,-
178,11/08/2023,B4,Morning (7-9am),House Finch,3,,,-
178,11/08/2023,B4,Morning (7-9am),Pine Siskin,3,,,-
178,11/08/2023,B4,Morning (7-9am),Dark-eyed Junco,1,,,-
179,11/08/2023,B5,Morning (7-9am),Anna's Hummingbird,1,,,-
179,11/08/2023,B5,Morning (7-9am),American Crow,11,,,-
179,11/08/2023,B5,Morning (7-9am),Common Raven,1,,,-
179,11/08/2023,B5,Morning (7-9am),Chestnut-backed Chickadee,4,,,-
179,11/08/2023,B5,Morning (7-9am),Ruby-crowned Kinglet,1,,,-
179,11/08/2023,B5,Morning (7-9am),Brown Creeper,1,,,-
179,11/08/2023,B5,Morning (7-9am),House Finch,1,,,-
179,11/08/2023,B5,Morning (7-9am),California Towhee,1,,,-
180,11/08/2023,B6,Morning (7-9am),Nuttall's Woodpecker,1,,,-
180,11/08/2023,B6,Morning (7-9am),Northern Flicker,1,,,-
180,11/08/2023,B6,Morning (7-9am),American Crow,4,,,-
180,11/08/2023,B6,Morning (7-9am),Chestnut-backed Chickadee,5,,,-
180,11/08/2023,B6,Morning (7-9am),Oak Titmouse,2,,,-
180,11/08/2023,B6,Morning (7-9am),Ruby-crowned Kinglet,2,,,-
180,11/08/2023,B6,Morning (7-9am),Red-breasted Nuthatch,2,,,-
180,11/08/2023,B6,Morning (7-9am),Brown Creeper,2,,,-
180,11/08/2023,B6,Morning (7-9am),Hermit Thrush,2,,,-
180,11/08/2023,B6,Morning (7-9am),American Robin,10,,,-
180,11/08/2023,B6,Morning (7-9am),Pine Siskin,5,,,-
180,11/08/2023,B6,Morning (7-9am),Dark-eyed Junco,8,,,-
180,11/08/2023,B6,Morning (7-9am),Zonotrichia_Genus,1,,,-
180,11/08/2023,B6,Morning (7-9am),Townsend's Warbler,2,,,-
181,11/08/2023,B1,Mid-day (11am-1pm),American Crow,3,,,-
181,11/08/2023,B1,Mid-day (11am-1pm),Chestnut-backed Chickadee,1,,,-
181,11/08/2023,B1,Mid-day (11am-1pm),Bewick's Wren,1,,,-
182,11/08/2023,B2,Mid-day (11am-1pm),American Crow,2,,,-
182,11/08/2023,B2,Mid-day (11am-1pm),Common Raven,1,heard,,-
182,11/08/2023,B2,Mid-day (11am-1pm),Chestnut-backed Chickadee,3,,,-
182,11/08/2023,B2,Mid-day (11am-1pm),Red-breasted Nuthatch,1,,,-
182,11/08/2023,B2,Mid-day (11am-1pm),Hermit Thrush,1,,,-
182,11/08/2023,B2,Mid-day (11am-1pm),American Robin,1,,,-
182,11/08/2023,B2,Mid-day (11am-1pm),Spinus_Genus,1,,,-
183,11/08/2023,B3,Mid-day (11am-1pm),American Crow,11,,,-
184,11/08/2023,B4,Mid-day (11am-1pm),Anna's Hummingbird,1,,,-
184,11/08/2023,B4,Mid-day (11am-1pm),American Crow,4,,,-
184,11/08/2023,B4,Mid-day (11am-1pm),Chestnut-backed Chickadee,2,,,-
184,11/08/2023,B4,Mid-day (11am-1pm),Dark-eyed Junco,1,,,-
185,11/08/2023,B5,Mid-day (11am-1pm),Anna's Hummingbird,1,,,-
185,11/08/2023,B5,Mid-day (11am-1pm),Hairy Woodpecker,1,,,-
185,11/08/2023,B5,Mid-day (11am-1pm),American Crow,7,,,-
185,11/08/2023,B5,Mid-day (11am-1pm),Chestnut-backed Chickadee,2,,,-
185,11/08/2023,B5,Mid-day (11am-1pm),Oak Titmouse,2,,,-
185,11/08/2023,B5,Mid-day (11am-1pm),Ruby-crowned Kinglet,1,,,-
185,11/08/2023,B5,Mid-day (11am-1pm),Brown Creeper,1,,,-
185,11/08/2023,B5,Mid-day (11am-1pm),Dark-eyed Junco,1,,,-
185,11/08/2023,B5,Mid-day (11am-1pm),Townsend's Warbler,1,,,-
186,11/08/2023,B6,Mid-day (11am-1pm),American Crow,4,,,-
186,11/08/2023,B6,Mid-day (11am-1pm),Chestnut-backed Chickadee,1,,,-
186,11/08/2023,B6,Mid-day (11am-1pm),Ruby-crowned Kinglet,1,,,-
186,11/08/2023,B6,Mid-day (11am-1pm),Brown Creeper,1,heard,,-
186,11/08/2023,B6,Mid-day (11am-1pm),Dark-eyed Junco,2,,,-
187,11/08/2023,C6,Evening (3-5pm),Rock Pigeon,1,,,-
187,11/08/2023,C6,Evening (3-5pm),American Crow,11,,,-
187,11/08/2023,C6,Evening (3-5pm),Yellow-rumped Warbler,2,,,-
188,11/08/2023,C5,Evening (3-5pm),Larus_Genus,1,,,-
188,11/08/2023,C5,Evening (3-5pm),American Crow,4,,,-
188,11/08/2023,C5,Evening (3-5pm),Common Raven,2,,,-
188,11/08/2023,C5,Evening (3-5pm),Chestnut-backed Chickadee,2,,,-
188,11/08/2023,C5,Evening (3-5pm),Oak Titmouse,1,,,-
188,11/08/2023,C5,Evening (3-5pm),Spotted Towhee,1,,,-
188,11/08/2023,C5,Evening (3-5pm),Yellow-rumped Warbler,2,,,-
190,11/08/2023,C3,Evening (3-5pm),Anna's Hummingbird,1,,,-
190,11/08/2023,C3,Evening (3-5pm),American Crow,5,,,-
190,11/08/2023,C3,Evening (3-5pm),Chestnut-backed Chickadee,2,,,-
190,11/08/2023,C3,Evening (3-5pm),Brown Creeper,2,,,-
190,11/08/2023,C3,Evening (3-5pm),American Crow,4,,,-
191,11/08/2023,C2,Evening (3-5pm),Anna's Hummingbird,1,,,-
191,11/08/2023,C2,Evening (3-5pm),Peregrine Falcon,1,,,-
191,11/08/2023,C2,Evening (3-5pm),Common Raven,2,,,-
191,11/08/2023,C2,Evening (3-5pm),Bushtit,4,,,-
191,11/08/2023,C2,Evening (3-5pm),Ruby-crowned Kinglet,1,,,-
191,11/08/2023,C2,Evening (3-5pm),Brown Creeper,1,,,-
191,11/08/2023,C2,Evening (3-5pm),Bewick's Wren,1,,,-
191,11/08/2023,C2,Evening (3-5pm),Yellow-rumped Warbler,1,,,-
192,11/08/2023,C1,Evening (3-5pm),American Crow,2,,,-
192,11/08/2023,C1,Evening (3-5pm),Chestnut-backed Chickadee,2,,,-
192,11/08/2023,C1,Evening (3-5pm),Ruby-crowned Kinglet,3,,,-
192,11/08/2023,C1,Evening (3-5pm),Red-breasted Nuthatch,3,,,-
192,11/08/2023,C1,Evening (3-5pm),Brown Creeper,1,,,-
192,11/08/2023,C1,Evening (3-5pm),Dark-eyed Junco,3,,,-
192,11/08/2023,C1,Evening (3-5pm),Yellow-rumped Warbler,3,,,-
192,11/08/2023,C1,Evening (3-5pm),Townsend's Warbler,1,,,-
199,11/11/23,C1,Mid-day (11am-1pm),American Crow,5,Heard,,-
199,11/11/23,C1,Mid-day (11am-1pm),Chestnut-backed Chickadee,1,,,-
199,11/11/23,C1,Mid-day (11am-1pm),Dark-eyed Junco,1,,,-
200,11/11/23,C2,Mid-day (11am-1pm),Rock Pigeon,11,Together in a flock,,-
200,11/11/23,C2,Mid-day (11am-1pm),American Crow,9,,,-
201,11/11/23,C3,Mid-day (11am-1pm),Turkey Vulture,1,Higher up near campanile,,-
201,11/11/23,C3,Mid-day (11am-1pm),Bewick's Wren,1,,,-
201,11/11/23,C3,Mid-day (11am-1pm),American Robin,2,,,-
201,11/11/23,C3,Mid-day (11am-1pm),American Crow,1,,,-
202,11/11/23,C4,Mid-day (11am-1pm),Bewick's Wren,1,,,-
202,11/11/23,C4,Mid-day (11am-1pm),American Crow,7,,,-
203,11/11/23,C5,Mid-day (11am-1pm),American Crow,6,,,-
204,11/11/23,C6,Mid-day (11am-1pm),American Crow,2,,,-
204,11/11/23,C6,Mid-day (11am-1pm),Chestnut-backed Chickadee,3,,,-
193,11/11/2023,B1,Morning (7-9am),Anna's Hummingbird,4,,,-
193,11/11/2023,B1,Morning (7-9am),Hairy Woodpecker,1,,,-
193,11/11/2023,B1,Morning (7-9am),Peregrine Falcon,1,,,-
193,11/11/2023,B1,Morning (7-9am),Steller's Jay,2,,,-
193,11/11/2023,B1,Morning (7-9am),California Scrub-Jay,1,,,-
193,11/11/2023,B1,Morning (7-9am),American Crow,25,,,-
193,11/11/2023,B1,Morning (7-9am),Chestnut-backed Chickadee,2,,,-
193,11/11/2023,B1,Morning (7-9am),Ruby-crowned Kinglet,2,,,-
193,11/11/2023,B1,Morning (7-9am),American Robin,2,,,-
193,11/11/2023,B1,Morning (7-9am),House Finch,2,,,-
193,11/11/2023,B1,Morning (7-9am),Dark-eyed Junco,6,,,-
193,11/11/2023,B1,Morning (7-9am),Spotted Towhee,1,,,-
193,11/11/2023,B1,Morning (7-9am),Townsend's Warbler,1,,,-
194,11/11/2023,B2,Morning (7-9am),Anna's Hummingbird,2,,,-
194,11/11/2023,B2,Morning (7-9am),Nuttall's Woodpecker,1,,,-
194,11/11/2023,B2,Morning (7-9am),Hairy Woodpecker,1,Same as previous PC,,-
194,11/11/2023,B2,Morning (7-9am),American Crow,29,,,-
194,11/11/2023,B2,Morning (7-9am),Chestnut-backed Chickadee,1,,,-
194,11/11/2023,B2,Morning (7-9am),Oak Titmouse,1,,,-
194,11/11/2023,B2,Morning (7-9am),Ruby-crowned Kinglet,2,,,-
194,11/11/2023,B2,Morning (7-9am),Red-breasted Nuthatch,2,,,-
194,11/11/2023,B2,Morning (7-9am),American Robin,1,,,-
194,11/11/2023,B2,Morning (7-9am),House Finch,1,,,-
194,11/11/2023,B2,Morning (7-9am),Pine Siskin,4,,,-
194,11/11/2023,B2,Morning (7-9am),Yellow-rumped Warbler,1,,,-
195,11/11/2023,B3,Morning (7-9am),Anna's Hummingbird,1,,,-
195,11/11/2023,B3,Morning (7-9am),American Crow,17,,,-
195,11/11/2023,B3,Morning (7-9am),Chestnut-backed Chickadee,3,,,-
195,11/11/2023,B3,Morning (7-9am),Ruby-crowned Kinglet,2,,,-
195,11/11/2023,B3,Morning (7-9am),Bewick's Wren,1,,,-
195,11/11/2023,B3,Morning (7-9am),Hermit Thrush,1,,,-
